strain,date,url,clade_membership,country,region,age,age_range1,age_range2,age_range3,collab_country,date_added,symptom,author,accession
NYS14_30905,2014-11-07 (2014-09-04 - 2014-12-31),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455425
NYS14_30917,2014-12-31 (2014-10-11 - 2014-12-31),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455426
USA/CT/2014-19180,2014-09-09,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995543
EVD68/Homosapiens/USA/MO56/2014,2014-12-16 (2014-10-08 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347246
EVD68/Homosapiens/USA/MO14/2014,2014-09-05 (2014-07-14 - 2014-11-30),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347243
EVD68/Homosapiens/USA/MO4/2014,2014-07-13 (2014-06-04 - 2014-09-07),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347235
EV-D68/Homosapiens/USA/SSENT33/2014,2014-09-22,,B1,USA,North America,5,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351815
EVD68/Homosapiens/USA/MO17/2014,2014-09-19 (2014-08-13 - 2014-11-11),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347270
EVD68/Homosapiens/USA/MO48/2014,2014-10-23 (2014-09-17 - 2014-12-25),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347230
USA/RI/2014-19214,2014-09-13,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995581
EVD68/Homosapiens/USA/MO1/2014,2014-09-23 (2014-08-11 - 2014-11-09),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347234
EVD68/Homosapiens/USA/MO2/2014,2014-11-10 (2014-10-01 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347277
EVD68/Homosapiens/USA/MO31/2014,2014-10-16 (2014-08-20 - 2014-12-21),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347229
EVD68/Homosapiens/USA/MO20/2014,2014-11-10 (2014-09-21 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347256
EVD68/Homosapiens/USA/MO57/2014,2014-10-20 (2014-09-05 - 2014-12-19),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347262
USA/MO/2014-19166,2014-08-24,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995531
USA/WI/2014-19226,2014-09-11,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995590
USA/OK/2014-19247,2014-09-10,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995612
EVD68/Homosapiens/USA/MO46/2014,2014-10-07 (2014-08-24 - 2014-12-06),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347232
USA/KS/2014-19234,2014-09-15,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995598
NYS14_30603,2014-12-31 (2014-10-25 - 2014-12-31),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455423
EV-D68/Homosapiens/USA/SSENT06/2014,2014-09-16,,B1,USA,North America,4,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351802
NYS14_30609,2014-10-10 (2014-08-22 - 2014-12-11),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455424
EVD68/Homosapiens/USA/MO27/2014,2014-07-16 (2014-06-18 - 2014-08-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347266
USA/MI/2014-19198,2014-09-08,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995564
USA/CA/2014-RGDS-1039,2014-11-30 (2014-11-09 - 2014-11-30),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681504
USA/CA/2014-RGDS-1040,2014-12-01 (2014-12-01 - 2014-12-23),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681505
USA/CO/2014-19081,2014-09-12,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KU669046
US/CO/14-93,2014-09-12 (2014-09-01 - 2014-09-30),,B1,USA,North America,,,<18y,<18y,,7/15/2019,AFM,"Greninger,A.L., Naccache,S.N., Yu,G., Messacar,K., Dominguez,S. and Chiu,C.Y.",KP126911
US/CO/14-94,2014-09-12 (2014-09-01 - 2014-09-30),,B1,USA,North America,,,<18y,<18y,,7/15/2019,AFM,"Greninger,A.L., Naccache,S.N., Yu,G., Messacar,K., Somasekar,S., Dominguez,S. and Chiu,C.Y.",KP100793
CAN14-884,2014-10-29 (2014-09-09 - 2014-12-24),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455270
CAN14-537,2014-11-28 (2014-10-13 - 2014-12-31),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455267
CAN14-153,2014-09-30 (2014-08-22 - 2014-11-21),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455269
CAN14-636,2014-12-05 (2014-10-19 - 2014-12-31),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455268
