strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,accession,host,mutational_fitness,pango_lineage,recency,region,url,author,originating_lab,submitting_lab,logistic_growth
CHL/AR-UFRO-0350/2021,10/26/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202143,OM146332,Homo sapiens,0.85,AY.102,One month ago,South America,,Leyton-Carcaman et al AI,,,
CHL/AR-UFRO-0411/2021,11/5/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202144,OM146387,Homo sapiens,0.85,AY.102,One month ago,South America,,Leyton-Carcaman et al AJ,,,
CHL/AR-UFRO-0430/2021,11/10/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202145,OM146406,Homo sapiens,0.84,AY.102,One month ago,South America,,Leyton-Carcaman et al AK,,,
CHL/AR-UFRO-0463/2021,11/17/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202146,OM146438,Homo sapiens,0.84,AY.102,One month ago,South America,,Leyton-Carcaman et al AL,,,
CHL/AR-UFRO-0384/2021,11/4/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202144,OM146360,Homo sapiens,0.81,AY.102,One month ago,South America,,Leyton-Carcaman et al AM,,,
CHL/AR-UFRO-0455/2021,11/14/2021,9,21J (Delta),Chile,,Chile,21J (Delta),202146,OM146431,Homo sapiens,0.83,AY.102,One month ago,South America,,Leyton-Carcaman et al AN,,,
CHL/AR-UFRO-0451/2021,11/13/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202145,OM146427,Homo sapiens,0.84,AY.102,One month ago,South America,,Leyton-Carcaman et al AO,,,
CHL/AR-UFRO-0485/2021,11/29/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202148,OM146455,Homo sapiens,0.89,AY.102,One month ago,South America,,Leyton-Carcaman et al AP,,,
CHL/AR-UFRO-0414/2021,11/7/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202145,OM146390,Homo sapiens,0.84,AY.102,One month ago,South America,,Leyton-Carcaman et al AQ,,,
CHL/AR-UFRO-0405/2021,11/6/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202144,OM146381,Homo sapiens,0.84,AY.102,One month ago,South America,,Leyton-Carcaman et al AR,,,
USA/MT-CDC-LC0326809/2021,9/22/2021,11,21J (Delta),USA,,Montana,21J (Delta),202138,OK606329,Homo sapiens,0.83,B.1.617.2,Older,North America,,Howard et al HX,,,
BHR/21510257325_S92_L001/2021,10/26/2021,9,21J (Delta),Bahrain,,Bahrain,21J (Delta),202143,OL321655,Homo sapiens,0.85,B.1.617.2,Older,Asia,,Alwasti et al FE,,,
BHR/21921800806_S75_L001/2021,10/26/2021,10,21J (Delta),Bahrain,,Bahrain,21J (Delta),202143,OL321704,Homo sapiens,0.83,B.1.617.2,Older,Asia,,Alwasti et al FF,,,
PRT/PT_CBR_271938/2021,12/8/2021,10,21J (Delta),Portugal,,Coimbra,21J (Delta),202149,OM017117,Homo sapiens,0.85,AY.22,Older,Europe,,Pereira-Vaz et al A,,,
NGA/BCVL-26005/2021,6/29/2021,9,21J (Delta),Nigeria,,Oyo State,AY.36 (Delta),202126,OL601924,Homo sapiens,0.9,AY.36,Older,Africa,,Lorenzo-Redondo et al K,,,
NGA/BCVL-26694/2021,7/29/2021,8,21J (Delta),Nigeria,,Oyo State,AY.36 (Delta),202130,OL601871,Homo sapiens,0.88,AY.36,Older,Africa,,Lorenzo-Redondo et al L,,,
NGA/BCVL-27004/2021,8/3/2021,9,21J (Delta),Nigeria,,Oyo State,AY.36 (Delta),202131,OL601915,Homo sapiens,0.93,AY.36,Older,Africa,,Lorenzo-Redondo et al M,,,
OV192588,11/23/2021,10,21J (Delta),Germany,,Brandenburg,AY.36 (Delta),202147,OV192588,Homo sapiens,0.98,AY.36,Older,Europe,,? A,"IMD - Labor Oderland, Am Kleistpark 1; 15230 Frankfurt (Oder)",Robert Koch Institute,
Denmark/DCGC-202046/2021,10/28/2021,9,21J (Delta),Denmark,,Hovedstaden,AY.36 (Delta),202143,OV825144,Homo sapiens,0.92,AY.36,One month ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Mexico/BCN-SEARCH-105346/2021,6/29/2021,10,21J (Delta),Mexico,,Baja California,21J (Delta),202126,OK550256,Homo sapiens,0.88,AY.20,Older,North America,,Andersen et al C,"SEARCH Alliance San Diego with Abraham Campos Romero, Miguel A. Fernandez Rojas, Marco Antonio Luna Ruiz-Esparza, Jose Luis Moreno Camacho, Abraham Garcia Gil with the help of Salud Digna, A.C",SEARCH Alliance San Diego,
USA/IN-CDC-LC0250641/2021,8/24/2021,9,21J (Delta),USA,,Indiana,21J (Delta),202134,OK202495,Homo sapiens,0.89,AY.20,Older,North America,,Howard et al HY,,,
Switzerland/VS-ICH-2211070397/2021,10/31/2021,10,21J (Delta),Switzerland,,Valais,21J (Delta),202144,OV030228,Homo sapiens,0.97,AY.112,Older,Europe,,? CO,"Valais Hospital, Central Institute; Sion, Switzerland","Hopital du Valais, Institut Central des Hopitaux, Sion, Switzerland",
USA/UT-CDC-LC0387266/2021,11/11/2021,10,21J (Delta),USA,,Utah,21J (Delta),202145,OL682941,Homo sapiens,0.83,AY.20,Older,North America,,Howard et al HZ,,,
USA/VI-CDC-STM-000739061/2021,10/3/2021,10,21J (Delta),USA,,Virgin Islands,21J (Delta),202140,OK591916,Homo sapiens,0.82,AY.20,Older,North America,,Howard et al IA,,,
BHR/21342707076_S90_L001/2021,10/26/2021,8,21J (Delta),Bahrain,,Bahrain,21J (Delta),202143,OL321648,Homo sapiens,0.86,AY.32,Older,Asia,,Alwasti et al FG,,,
BHR/21921862854/2021,11/6/2021,8,21J (Delta),Bahrain,,Bahrain,21J (Delta),202144,OL454125,Homo sapiens,0.86,AY.32,Older,Asia,,Alwasti et al FH,,,
IND/Wuhan/2021,8/29/2021,5,21J (Delta),India,,India,21J (Delta),202135,OK067226,Homo sapiens,0.72,AY.46,Older,Asia,,Seetha et al,,,
USA/TN-CDC-ASC210479566/2021,10/26/2021,5,21J (Delta),USA,,Tennessee,21J (Delta),202143,OL481547,Homo sapiens,0.56,,Older,North America,,Howard et al IB,,,
England/PLYM-29F5EF6/2021,11/10/2021,8,21J (Delta),United Kingdom,,England,21J (Delta),202145,OV075775,Homo sapiens,0.81,AY.5,Older,Europe,,Lighthouse Laboratory et al,Lighthouse Laboratory Plymouth,Wellcome Sanger Institute,
KEN/SS3870/2021,10/26/2021,9,21J (Delta),Kenya,,Kenya,21J (Delta),202143,OL691281,Homo sapiens,0.82,AY.116,Older,Africa,,Githinji et al CJ,,,
KEN/SS3866/2021,10/27/2021,9,21J (Delta),Kenya,,Kenya,21J (Delta),202143,OL691278,Homo sapiens,0.82,AY.116,Older,Africa,,Githinji et al CK,,,
KEN/SS4156/2021,11/9/2021,10,21J (Delta),Kenya,,Kenya,21J (Delta),202145,OL913046,Homo sapiens,0.8,AY.116,Older,Africa,,Githinji et al CL,,,
KEN/SS3869/2021,11/9/2021,10,21J (Delta),Kenya,,Kenya,21J (Delta),202145,OL691280,Homo sapiens,0.79,AY.116,Older,Africa,,Githinji et al CM,,,
KEN/SS3854/2021,11/8/2021,10,21J (Delta),Kenya,,Kenya,21J (Delta),202145,OL691268,Homo sapiens,0.79,AY.116,Older,Africa,,Githinji et al CN,,,
Liechtenstein/FL-Risch-21B2218824/2021,11/11/2021,8,21J (Delta),Liechtenstein,,Liechtenstein,21J (Delta),202145,OV119329,Homo sapiens,0.9,AY.126,Older,Europe,,? CP,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",Dr. Risch,
UZB/hCoV-19-Uzb-CGB-35/2021,7/23/2021,9,21J (Delta),Uzbekistan,,Tashkent,21J (Delta),202129,MZ892622,Homo sapiens,0.89,AY.126,Older,Asia,,Ayubov et al B,,,
BHR/21921951080_S84_L001/2021,11/20/2021,8,21J (Delta),Bahrain,,Bahrain,21J (Delta),202146,OL659178,Homo sapiens,0.91,AY.126,Older,Asia,,Alwasti et al FI,,,
OV107245,11/8/2021,10,21J (Delta),Slovakia,,Slovakia,21J (Delta),202145,OV107245,Homo sapiens,0.87,AY.126,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",Public Health Authority of the Slovak Republic,
OV115057,11/8/2021,9,21J (Delta),Slovakia,,Slovakia,21J (Delta),202145,OV115057,Homo sapiens,0.9,AY.126,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",Public Health Authority of the Slovak Republic,
OV133305,11/15/2021,9,21J (Delta),Slovakia,,Slovakia,21J (Delta),202146,OV133305,Homo sapiens,0.89,AY.126,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OV282645,11/30/2021,10,21J (Delta),Slovakia,,Slovakia,21J (Delta),202148,OV282645,Homo sapiens,0.89,AY.126,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, TrnavskÃ¡ cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OV107107,11/2/2021,10,21J (Delta),Slovakia,,Slovakia,21J (Delta),202144,OV107107,Homo sapiens,0.89,AY.126,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OV359815,12/7/2021,11,21J (Delta),Slovakia,,Slovakia,21J (Delta),202149,OV359815,Homo sapiens,0.93,AY.126,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
BHR/21921804202/2021,10/29/2021,8,21J (Delta),Bahrain,,Bahrain,21J (Delta),202143,OL336654,Homo sapiens,0.92,AY.126,Older,Asia,,Alwasti et al FJ,,,
Switzerland/SZ-ETHZ-35123039/2021,12/4/2021,9,21J (Delta),Switzerland,,Schwyz,21J (Delta),202148,OV350445,Homo sapiens,0.92,AY.126,Older,Europe,,? CQ,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
OV112867,10/25/2021,9,21J (Delta),Germany,,Baden-Wuerttemberg,21J (Delta),202143,OV112867,Homo sapiens,0.99,AY.126,Older,Europe,,? A,"Eurofins LifeCodexx GmbH, Line-Eid-Strasse 3; 78467 Konstanz",Robert Koch Institute,
AUT/SKV-279/2021,11/11/2021,9,21J (Delta),Austria,,Upper Austria,21J (Delta),202145,OL721909,Homo sapiens,0.95,AY.126,Older,Europe,,Puehringer et al AS,,,
Denmark/DCGC-255947/2021,12/1/2021,10,21J (Delta),Denmark,,Hovedstaden,21J (Delta),202148,OV885285,Homo sapiens,0.95,AY.126,One week ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
DEU/C2785/2021,10/27/2021,9,21J (Delta),Germany,,Germany,21J (Delta),202143,OM462483,Homo sapiens,0.93,AY.126,One month ago,Europe,,Kieninger et al,,,
OV532563,12/23/2021,8,21J (Delta),Germany,0,Bavaria,21J (Delta),202151,OV532563,Homo sapiens,0.93,AY.126,Older,Europe,,? A,"SYNLAB MVZ Weiden, Zur Kesselschmiede 4; 92637 Weiden in der Oberpfalz",Robert Koch Institute,
Denmark/DCGC-201562/2021,10/28/2021,9,21J (Delta),Denmark,,Hovedstaden,21J (Delta),202143,OV805547,Homo sapiens,0.94,AY.126,One month ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Denmark/DCGC-263500/2021,12/2/2021,9,21J (Delta),Denmark,,Hovedstaden,21J (Delta),202148,OV885127,Homo sapiens,0.94,AY.126,One week ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
OV663429,12/18/2021,8,21J (Delta),Germany,,Baden-Wuerttemberg,21J (Delta),202150,OV663429,Homo sapiens,0.93,AY.126,Older,Europe,,? A,"SYNLAB MVZ Leinfelden-Echterdingen, Nikolaus-Otto-Str. 6; 70771 Leinfelden-Echterdingen",Robert Koch Institute,
DJI/NAMRU3_G638_2021/2021,11/23/2021,9,21J (Delta),Djibouti,,Djibouti,21J (Delta),202147,OM732395,Homo sapiens,0.98,AY.126,One week ago,Africa,,Voegtly et al DN,,,
AUT/SKV-317/2022,1/27/2022,9,21J (Delta),Austria,0,Upper Austria / Gmunden / Laakirchen,21J (Delta),202204,OM640074,Homo sapiens,0.93,AY.126,One month ago,Europe,,Puehringer et al AT,,,-18.18
Denmark/DCGC-261300/2021,12/4/2021,9,21J (Delta),Denmark,,Hovedstaden,21J (Delta),202148,OV885827,Homo sapiens,0.93,AY.126,One week ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Japan/SZ-NIG-Y212186/2021,10/1/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202139,BS002078,Homo sapiens,0.96,AY.29,Older,Asia,,Nagaoka et al BA,,,
Japan/SZ-NIG-3-C13000/2021,10/26/2021,10,21J (Delta),Japan,,Shizuoka,21J (Delta),202143,BS002177,Homo sapiens,0.95,AY.29,Older,Asia,,Tsuchiya et al AG,,,
Japan/SZ-NIG-3-C12420/2021,9/4/2021,10,21J (Delta),Japan,,Shizuoka,21J (Delta),202135,BS002149,Homo sapiens,1.01,AY.29,Older,Asia,,Tsuchiya et al AH,,,
Japan/SZ-NIG-Y212248/2022,1/6/2022,10,21J (Delta),Japan,0,Shizuoka,21J (Delta),202201,BS002466,Homo sapiens,1.06,AY.29,One month ago,Asia,,Nagaoka et al BB,,,-20.51
Japan/SZ-NIG-3-C13089/2021,11/11/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202145,BS002178,Homo sapiens,1.01,AY.29,Older,Asia,,Tsuchiya et al AI,,,
Japan/SZ-NIG-3-C13086/2021,11/11/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202145,BS002298,Homo sapiens,1.01,AY.29,Older,Asia,,Tsuchiya et al AJ,,,
Japan/SZ-NIG-3-C13091/2021,11/11/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202145,BS002300,Homo sapiens,1.01,AY.29,Older,Asia,,Tsuchiya et al AK,,,
Japan/SZ-NIG-3-C13090/2021,11/11/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202145,BS002299,Homo sapiens,1.01,AY.29,Older,Asia,,Tsuchiya et al AL,,,
Japan/SZ-NIG-Y212197/2021,11/30/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202148,BS002081,Homo sapiens,1.01,AY.29,Older,Asia,,Nagaoka et al BC,,,
Japan/SZ-NIG-Y212196/2021,11/30/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202148,BS002080,Homo sapiens,0.99,AY.29,Older,Asia,,Nagaoka et al BD,,,
Japan/SZ-NIG-Y212211/2021,12/7/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202149,BS002084,Homo sapiens,1.01,AY.29,Older,Asia,,Nagaoka et al BE,,,
Japan/SZ-NIG-Y212251/2022,1/6/2022,9,21J (Delta),Japan,0,Shizuoka,21J (Delta),202201,BS002469,Homo sapiens,1,AY.29,One month ago,Asia,,Nagaoka et al BF,,,-20.51
Japan/SZ-NIG-215866/2021,12/7/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202149,BS002086,Homo sapiens,1.01,AY.29,Older,Asia,,Nagaoka et al BG,,,
Japan/SZ-NIG-Y212208/2021,12/7/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202149,BS002082,Homo sapiens,1.01,AY.29,Older,Asia,,Nagaoka et al BH,,,
Japan/SZ-NIG-Y212209/2021,12/7/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202149,BS002083,Homo sapiens,1.01,AY.29,Older,Asia,,Nagaoka et al BI,,,
Japan/SZ-NIG-215861/2021,12/7/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202149,BS002085,Homo sapiens,1.01,AY.29,Older,Asia,,Nagaoka et al BJ,,,
NZL/21CH0159/2021,8/26/2021,9,21J (Delta),New Zealand,,Canterbury,21J (Delta),202134,OK426237,Homo sapiens,0.86,AY.25,Older,Oceania,,Ren et al BR,Canterbury Health Laboratories,Institute of Environmental Science and Research,
USA/NM-CDC-QDX31136826/2021,11/8/2021,8,21J (Delta),USA,,New Mexico,21J (Delta),202145,OL706969,Homo sapiens,0.83,AY.25,Older,North America,,Howard et al IC,Quest Diagnostics Incorporated,CDC-OAMD,
USA/DE-CDC-LC0373175/2021,11/5/2021,10,21J (Delta),USA,,Delaware,21J (Delta),202144,OL642174,Homo sapiens,0.81,AY.25,Older,North America,,Howard et al ID,Laboratory Corporation of America,CDC-OAMD,
USA/PR-CDC-STM-000732017/2021,9/16/2021,10,21J (Delta),USA,,Puerto Rico,21J (Delta),202137,OK529386,Homo sapiens,0.81,AY.25,Older,North America,,Howard et al IE,,,
USA/CA-CDC-STM-000735176/2021,9/23/2021,9,21J (Delta),USA,,California,21J (Delta),202138,OK526240,Homo sapiens,0.9,AY.25,Older,North America,,Howard et al IF,,,
USA/OKPHLCOV0008960/2021,12/10/2021,8,21J (Delta),USA,,Oklahoma,21J (Delta),202149,OM286054,Homo sapiens,0.87,AY.25,Older,North America,,Grimaldo et al B,,,
USA/SD-UMGC-16126/2021,8/31/2021,9,21J (Delta),USA,,South Dakota,21J (Delta),202135,OL515791,Homo sapiens,0.81,AY.25,Older,North America,,Gohl et al F,,,
USA/AK-PHL14804/2021,10/25/2021,7,21J (Delta),USA,,Alaska,21J (Delta),202143,OL470012,Homo sapiens,0.82,AY.25,Older,North America,,DeRonde et al B,,,
USA/AL-UAB-GX1105/2021,9/15/2021,8,21J (Delta),USA,,Alabama,21J (Delta),202137,OK266963,Homo sapiens,0.86,AY.25,Older,North America,,Moates et al,,,
USA/SD-CDC-ASC210429609/2021,11/19/2021,8,21J (Delta),USA,,South Dakota,21J (Delta),202146,OL887968,Homo sapiens,0.84,AY.25,Older,North America,,Howard et al IG,Aegis Sciences Corporation,CDC-OAMD,
USA/MO-CDC-LC0419604/2021,12/1/2021,8,21J (Delta),USA,,Missouri,21J (Delta),202148,OL991240,Homo sapiens,0.83,AY.25,Older,North America,,Howard et al IH,Laboratory Corporation of America,CDC-OAMD,
USA/MN-CDC-STM-58DDU49C8/2021,11/9/2021,8,21J (Delta),USA,,Minnesota,21J (Delta),202145,OL597103,Homo sapiens,0.84,AY.25,Older,North America,,Howard et al II,'Helix',CDC-OAMD,
USA/CT-CDC-QDX30567780/2021,10/28/2021,8,21J (Delta),USA,,Connecticut,21J (Delta),202143,OL493157,Homo sapiens,0.85,AY.25,Older,North America,,Howard et al IJ,Quest Diagnostics Incorporated,CDC-OAMD,
USA/VA-CDC-QDX30455029/2021,10/25/2021,8,21J (Delta),USA,,Virginia,21J (Delta),202143,OL498306,Homo sapiens,0.84,AY.25,Older,North America,,Howard et al IK,Quest Diagnostics Incorporated,CDC-OAMD,
USA/LA-CDC-4362089-001/2021,11/29/2021,8,21J (Delta),USA,,Louisiana,21J (Delta),202148,OM001195,Homo sapiens,0.84,AY.25,Older,North America,,Sheth et al AF,,,
USA/FL-CDC-STM-3AG6VY4CK/2021,10/22/2021,9,21J (Delta),USA,,Florida,21J (Delta),202142,OL500245,Homo sapiens,0.84,AY.25.3,Older,North America,,Howard et al IL,'Helix',CDC-OAMD,
USA/MP-CDC-2-4884826/2021,8/27/2021,8,21J (Delta),USA,,Northern Mariana Islands,21J (Delta),202134,OK257447,Homo sapiens,0.84,AY.25,Older,North America,,Howard et al IM,,,
USA/MP-CDC-2-5096534/2021,10/11/2021,8,21J (Delta),USA,,Northern Mariana Islands,21J (Delta),202141,OL520884,Homo sapiens,0.84,AY.25,Older,North America,,Sheth et al AG,Commonwealth Healthcare Center,CDC DVD Genomics and DIscovery Team,
USA/GU-CDC-2-5203803/2021,10/9/2021,8,21J (Delta),USA,,Guam,21J (Delta),202140,OL743601,Homo sapiens,0.86,AY.25,Older,North America,,Sheth et al AH,Guam Public Health Laboratory,CDC DVD Genomics and DIscovery Team,
USA/GU-CDC-ATM-W4PJHRG7P/2021,11/1/2021,8,21J (Delta),USA,,Guam,21J (Delta),202144,OL665247,Homo sapiens,0.83,AY.25,Older,North America,,Howard et al IN,'Helix',CDC-OAMD,
USA/MP-CDC-2-5165696/2021,10/28/2021,8,21J (Delta),USA,,Northern Mariana Islands,21J (Delta),202143,OL655526,Homo sapiens,0.84,AY.25,Older,North America,,Sheth et al AI,Commonwealth Healthcare Center,CDC DVD Genomics and DIscovery Team,
USA/MP-CDC-2-5350438/2021,11/24/2021,8,21J (Delta),USA,,Northern Mariana Islands,21J (Delta),202147,OM258818,Homo sapiens,0.84,AY.25,Older,North America,,Sheth et al AJ,Commonwealth Healthcare Center,CDC DVD Genomics and DIscovery Team,
USA/MP-CDC-2-5461707/2022,1/8/2022,8,21J (Delta),USA,0,Northern Mariana Islands,21J (Delta),202201,OM484129,Homo sapiens,0.84,AY.25,One month ago,North America,,Sheth et al AK,Commonwealth Healthcare Center,CDC DVD Genomics and DIscovery Team,-6.71
USA/MP-CDC-2-5441678/2021,12/8/2021,8,21J (Delta),USA,,Northern Mariana Islands,21J (Delta),202149,OM444811,Homo sapiens,0.84,AY.25,One month ago,North America,,Sheth et al AL,Commonwealth Healthcare Center,CDC DVD Genomics and DIscovery Team,
CHL/AR-UFRO-0156/2021,10/6/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202140,OM146202,Homo sapiens,0.82,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AS,,,
CHL/AR-UFRO-0345/2021,10/25/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202143,OM146331,Homo sapiens,0.82,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AT,,,
CHL/AR-UFRO-0375/2021,10/27/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202143,OM146352,Homo sapiens,0.83,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AU,,,
CHL/AR-UFRO-0474/2021,11/28/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202148,OM146446,Homo sapiens,0.82,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AV,,,
CHL/AR-UFRO-0448/2021,11/12/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202145,OM146424,Homo sapiens,0.82,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AW,,,
CHL/AR-UFRO-0464/2021,11/17/2021,8,21J (Delta),Chile,,Chile,21J (Delta),202146,OM146439,Homo sapiens,0.83,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AX,,,
CHL/AR-UFRO-0362/2021,10/26/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202143,OM146340,Homo sapiens,0.83,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AY,,,
USA/KY-CDC-LC0420467/2021,12/5/2021,9,21J (Delta),USA,,Kentucky,21J (Delta),202149,OL992149,Homo sapiens,0.82,AY.25.1,Older,North America,,Howard et al IO,Laboratory Corporation of America,CDC-OAMD,
USA/KY-CDC-LC0356121/2021,10/26/2021,8,21J (Delta),USA,,Kentucky,21J (Delta),202143,OL487162,Homo sapiens,0.82,AY.25.1,Older,North America,,Howard et al IP,,,
USA/VT-CDC-QDX30610583/2021,10/30/2021,8,21J (Delta),USA,,Vermont,21J (Delta),202143,OL493416,Homo sapiens,0.83,AY.25.1,Older,North America,,Howard et al IQ,Quest Diagnostics Incorporated,CDC-OAMD,
USA/MA-CDCBI-CRSP_TAUWLDQNSGXKDFC3/2021,11/23/2021,8,21J (Delta),USA,,Massachusetts,21J (Delta),202147,OL758791,Homo sapiens,0.84,AY.25.1,Older,North America,,Lemieux et al P,Broad Institute Clinical Research Sequencing Platform,Broad Institute Genomic Center for Infectious Diseases,
USA/FL-CDC-ASC210154356/2021,6/26/2021,7,21J (Delta),USA,,Florida,21J (Delta),202125,MZ537317,Homo sapiens,0.83,AY.25.1,Older,North America,,Howard et al IR,,,
PRI/PR-UPRRP-4814/2021,9/3/2021,8,21J (Delta),USA,,Puerto Rico,21J (Delta),202135,OM256086,Homo sapiens,0.82,AY.25.1,Older,North America,,Van Belleghem et al B,,,
USA/PR-CDC-2-5274924/2021,11/10/2021,9,21J (Delta),USA,,Puerto Rico,21J (Delta),202145,OM081834,Homo sapiens,0.82,AY.25.1,Older,North America,,Sheth et al AM,PR Public Health Lab,CDC DVD Genomics and DIscovery Team,
USA/SC-CDC-QDX31730145/2021,12/4/2021,8,21J (Delta),USA,,South Carolina,21J (Delta),202148,OL962113,Homo sapiens,0.83,AY.25.1,Older,North America,,Howard et al IS,Quest Diagnostics Incorporated,CDC-OAMD,
USA/OSPHL03270/2021,11/8/2021,8,21J (Delta),USA,,Oregon,21J (Delta),202145,OL583711,Homo sapiens,0.8,AY.25.1,Older,North America,,Razzaque et al B,,,
CHL/AR-UFRO-0355/2021,10/26/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202143,OM146337,Homo sapiens,0.83,AY.25.1,One month ago,South America,,Leyton-Carcaman et al AZ,,,
CHL/AR-UFRO-0091/2021,9/28/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202139,OM146140,Homo sapiens,0.83,AY.25.1,One month ago,South America,,Leyton-Carcaman et al BA,,,
CHL/AR-UFRO-0428/2021,11/9/2021,7,21J (Delta),Chile,,Chile,21J (Delta),202145,OM146404,Homo sapiens,0.82,AY.25.1,One month ago,South America,,Leyton-Carcaman et al BB,,,
